Category,City,CustomerName,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Region,Sales,Segment,ShipMode,State,Sub_Category,SalesForecast,ShipStatus,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude,IsShippingDelayed,DaysBetweenOrderAndShip,MonthsBetweenOrderAndShip,OrderYear,OrderMonth,OrderDay,ShipYear,ShipMonth,ShipDay,ProductID,CustomerID,ShipID,LocationID,DateKey
Office Supplies,Escondido,Mark Haberlin,0.2,CA-2011-104808,92025,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",6,2,West,17,Corporate,Second Class,California,Binders,23,Shipped Late,Yes,17.25,35.0,6.0,33.1101,-117.07,Yes,4,0,2011,2,5,2011,2,9,707,495,71,172,2011-02-05
Office Supplies,San Diego,Deborah Brumfield,0.2,CA-2011-107181,92024,GBC Recycled Grain Textured Covers,29,3,West,83,Home Office,Standard Class,California,Binders,109,Shipped Early,Yes,82.9,35.0,26.0,33.0535,-117.2689,No,4,0,2011,2,5,2011,2,9,703,217,97,525,2011-02-05
Office Supplies,San Diego,Deborah Brumfield,0.0,CA-2011-107181,92024,"Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book",16,4,West,34,Home Office,Standard Class,California,Paper,45,Shipped Early,Yes,34.24,47.0,11.0,33.0535,-117.2689,No,4,0,2011,2,5,2011,2,9,1077,217,97,525,2011-02-05
Office Supplies,Chesapeake,Neil Ducich,0.0,CA-2011-131905,23320,Avery 480,7,4,South,15,Corporate,First Class,Virginia,Labels,20,Shipped Late,Yes,15.0,48.0,5.0,36.7352,-76.2384,Yes,3,0,2011,2,7,2011,2,10,186,563,395,88,2011-02-07
Office Supplies,Romeoville,Delfina Latchford,0.8,CA-2011-108182,60441,"Avery Flip-Chart Easel Binder, Black",-15,2,Central,9,Consumer,Second Class,Illinois,Binders,12,Shipped Late,No,8.95,-165.0,3.0,41.593,-88.0507,Yes,4,0,2011,2,7,2011,2,11,242,220,110,501,2011-02-07
Technology,Chesapeake,Neil Ducich,0.0,CA-2011-131905,23320,AT&T CL82213,42,5,South,145,Corporate,First Class,Virginia,Phones,190,Shipped Late,Yes,144.95,29.0,45.0,36.7352,-76.2384,Yes,3,0,2011,2,7,2011,2,10,41,563,395,88,2011-02-07
Technology,Chesapeake,Neil Ducich,0.0,CA-2011-131905,23320,Aastra 57i VoIP phone,42,1,South,162,Corporate,First Class,Virginia,Phones,212,Shipped Late,Yes,161.61,26.0,50.0,36.7352,-76.2384,Yes,3,0,2011,2,7,2011,2,10,46,563,395,88,2011-02-07
Office Supplies,New York City,Chris Selesnick,0.0,US-2011-169390,10024,Acco Perma 4000 Stacking Storage Drawers,10,4,East,65,Corporate,Second Class,New York,Storage,85,Shipped On Time,Yes,64.96,15.0,20.0,40.7864,-73.9764,No,3,0,2011,2,8,2011,2,11,70,149,4357,399,2011-02-08
Technology,Linden,Cyma Kinney,0.0,CA-2011-107755,7036,Maxell DVD-RAM Discs,50,7,East,115,Corporate,Standard Class,New Jersey,Accessories,151,Shipped Early,Yes,115.36,43.0,36.0,40.6354,-74.2556,No,5,0,2011,2,8,2011,2,13,1056,183,104,311,2011-02-08
Furniture,North Las Vegas,Nathan Mautz,0.0,CA-2011-125759,89031,"Master Caster Door Stop, Large Brown",6,2,West,15,Home Office,First Class,Nevada,Furnishings,19,Shipped On Time,Yes,14.56,38.0,4.0,36.2589,-115.1718,No,1,0,2011,2,9,2011,2,10,1045,562,315,410,2011-02-09
Furniture,Chesapeake,Natalie Fritzler,0.0,CA-2011-127614,23320,Hon 2111 Invitation Series Corner Table,75,6,South,1256,Consumer,Standard Class,Virginia,Tables,1646,Shipped Early,Yes,1256.22,6.0,390.0,36.7352,-76.2384,No,4,0,2011,2,12,2011,2,16,823,558,344,88,2011-02-12
Furniture,Columbia,Guy Armstrong,0.0,CA-2011-168368,65203,"Global Value Mid-Back Managers Chair, Gray",15,1,Central,61,Consumer,Second Class,Missouri,Chairs,80,Shipped Late,Yes,60.89,25.0,19.0,38.9348,-92.3639,Yes,4,0,2011,2,12,2011,2,16,767,314,788,107,2011-02-12
Furniture,Columbia,Guy Armstrong,0.0,CA-2011-168368,65203,"Rubbermaid ClusterMat Chairmats, Mat Size- 66 x 60, Lip 20 x 11 -90 Degree Angle",53,3,Central,333,Consumer,Second Class,Missouri,Furnishings,436,Shipped Late,Yes,332.94,16.0,103.0,38.9348,-92.3639,Yes,4,0,2011,2,12,2011,2,16,1357,314,788,107,2011-02-12
Office Supplies,Chesapeake,Natalie Fritzler,0.0,CA-2011-127614,23320,Wilson Jones Leather-Like Binders with DublLock Round Rings,8,2,South,17,Consumer,Standard Class,Virginia,Binders,23,Shipped Early,Yes,17.46,47.0,6.0,36.7352,-76.2384,No,4,0,2011,2,12,2011,2,16,1628,558,344,88,2011-02-12
Office Supplies,Columbia,Guy Armstrong,0.0,CA-2011-168368,65203,Avery 483,7,3,Central,15,Consumer,Second Class,Missouri,Labels,20,Shipped Late,Yes,14.94,46.0,5.0,38.9348,-92.3639,Yes,4,0,2011,2,12,2011,2,16,189,314,788,107,2011-02-12
Office Supplies,Columbia,Guy Armstrong,0.0,CA-2011-168368,65203,Fellowes Neat Ideas Storage Cubes,3,2,Central,65,Consumer,Second Class,Missouri,Storage,85,Shipped Late,Yes,64.96,4.0,20.0,38.9348,-92.3639,Yes,4,0,2011,2,12,2011,2,16,644,314,788,107,2011-02-12
Office Supplies,Columbia,Guy Armstrong,0.0,CA-2011-168368,65203,VariCap6 Expandable Binder,24,3,Central,52,Consumer,Second Class,Missouri,Binders,68,Shipped Late,Yes,51.9,47.0,16.0,38.9348,-92.3639,Yes,4,0,2011,2,12,2011,2,16,1585,314,788,107,2011-02-12
Office Supplies,Columbia,Guy Armstrong,0.0,CA-2011-168368,65203,Wilson Jones Turn Tabs Binder Tool for Ring Binders,4,2,Central,10,Consumer,Second Class,Missouri,Binders,13,Shipped Late,Yes,9.64,46.0,3.0,38.9348,-92.3639,Yes,4,0,2011,2,12,2011,2,16,1633,314,788,107,2011-02-12
Technology,Chesapeake,Natalie Fritzler,0.0,CA-2011-127614,23320,Enermax Aurora Lite Keyboard,103,3,South,234,Consumer,Standard Class,Virginia,Accessories,307,Shipped Early,Yes,234.45,44.0,73.0,36.7352,-76.2384,No,4,0,2011,2,12,2011,2,16,598,558,344,88,2011-02-12
Furniture,Concord,Sanjit Chand,0.2,US-2011-110674,94521,"Global Geo Office Task Chair, Gray",-24,2,West,130,Consumer,Standard Class,California,Chairs,170,Shipped On Time,No,129.57,-18.8,40.0,37.9575,-121.975,No,6,0,2011,2,13,2011,2,19,750,672,4216,114,2011-02-13
Office Supplies,Houston,Shui Tom,0.2,CA-2011-107706,77095,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",6,3,Central,16,Consumer,Second Class,Texas,Paper,21,Shipped Late,Yes,16.18,37.5,5.0,29.8941,-95.6481,Yes,5,0,2011,2,15,2011,2,20,1062,701,103,249,2011-02-15
Office Supplies,Seattle,Marina Lichtenstein,0.0,CA-2011-121762,98103,Belkin 8 Outlet Surge Protector,23,2,West,82,Corporate,Standard Class,Washington,Appliances,107,Shipped Early,Yes,81.96,28.0,25.0,47.6733,-122.3426,No,4,0,2011,2,15,2011,2,19,297,492,262,544,2011-02-15
Office Supplies,Seattle,Marina Lichtenstein,0.0,CA-2011-121762,98103,Compact Automatic Electric Letter Opener,5,2,West,239,Corporate,Standard Class,Washington,Supplies,313,Shipped Early,Yes,238.62,2.0,74.0,47.6733,-122.3426,No,4,0,2011,2,15,2011,2,19,459,492,262,544,2011-02-15
Technology,Seattle,Marina Lichtenstein,0.0,CA-2011-121762,98103,Logitech G600 MMO Gaming Mouse,86,3,West,240,Corporate,Standard Class,Washington,Accessories,314,Shipped Early,Yes,239.97,36.0,74.0,47.6733,-122.3426,No,4,0,2011,2,15,2011,2,19,1000,492,262,544,2011-02-15
Office Supplies,Seattle,Barry Französisch,0.2,CA-2011-165568,98105,Pressboard Data Binders by Wilson Jones,7,5,West,21,Corporate,Standard Class,Washington,Binders,28,Shipped Early,Yes,21.36,33.8,7.0,47.6633,-122.3022,No,4,0,2011,2,16,2011,2,20,1304,68,756,545,2011-02-16
Office Supplies,Dallas,Michael Nguyen,0.8,CA-2011-122567,75220,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",-14,2,Central,8,Consumer,Standard Class,Texas,Appliances,10,Shipped Early,No,7.96,-175.0,2.0,32.8681,-96.8622,No,5,0,2011,2,17,2011,2,22,813,528,267,131,2011-02-17
Office Supplies,Dallas,Michael Nguyen,0.8,CA-2011-122567,75220,Wilson Jones Easy Flow II Sheet Lifters,-2,3,Central,1,Consumer,Standard Class,Texas,Binders,1,Shipped Early,No,1.08,-160.0,0.0,32.8681,-96.8622,No,5,0,2011,2,17,2011,2,22,1620,528,267,131,2011-02-17
Office Supplies,Chicago,Delfina Latchford,0.2,CA-2011-154165,60653,Staples,9,14,Central,54,Consumer,Standard Class,Illinois,Art,71,Shipped Late,Yes,54.21,16.3,17.0,41.8196,-87.6126,Yes,7,0,2011,2,18,2011,2,25,1490,220,639,93,2011-02-18
Furniture,Lubbock,Troy Blackwell,0.6,US-2011-165589,79424,"DAX Copper Panel Document Frame, 5 x 7 Size",-11,5,Central,25,Consumer,Same Day,Texas,Furnishings,33,Shipped On Time,No,25.16,-45.0,8.0,33.5159,-101.9344,No,0,0,2011,2,19,2011,2,19,482,771,4348,332,2011-02-19
Office Supplies,Arlington,Aaron Bergman,0.2,CA-2011-152905,76017,Akro Stacking Bins,-3,2,Central,13,Consumer,Standard Class,Texas,Storage,17,Shipped On Time,No,12.62,-20.0,4.0,32.6555,-97.1599,No,6,0,2011,2,19,2011,2,25,128,1,625,19,2011-02-19
Furniture,Richmond,Linda Cazamias,0.0,CA-2011-109491,47374,"Master Caster Door Stop, Brown",7,4,Central,20,Corporate,Standard Class,Indiana,Furnishings,27,Shipped On Time,Yes,20.32,34.0,7.0,39.8324,-84.8936,No,6,0,2011,2,21,2011,2,27,1043,461,123,488,2011-02-21
Office Supplies,Los Angeles,Steven Roelle,0.0,CA-2011-164903,90049,Xerox 204,6,2,West,13,Home Office,Standard Class,California,Paper,17,Shipped Early,Yes,12.96,48.0,4.0,34.066,-118.474,No,4,0,2011,2,21,2011,2,25,1790,715,747,327,2011-02-21
Technology,Richmond,Linda Cazamias,0.0,CA-2011-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,22,3,Central,62,Corporate,Standard Class,Indiana,Accessories,82,Shipped On Time,Yes,62.31,36.0,20.0,39.8324,-84.8936,No,6,0,2011,2,21,2011,2,27,599,461,123,488,2011-02-21
Office Supplies,Woodstock,Tamara Manning,0.8,CA-2011-165540,60098,GBC Standard Plastic Binding Systems Combs,-14,5,Central,9,Consumer,Standard Class,Illinois,Binders,12,Shipped Early,No,8.85,-155.0,3.0,42.3198,-88.4477,No,4,0,2011,2,22,2011,2,26,706,733,755,627,2011-02-22
Office Supplies,Moreno Valley,Sue Ann Reed,0.0,CA-2011-133354,92553,Xerox 220,9,3,West,19,Consumer,First Class,California,Paper,25,Shipped Late,Yes,19.44,48.0,6.0,33.9157,-117.2351,Yes,2,0,2011,2,23,2011,2,25,1808,721,414,378,2011-02-23
Office Supplies,El Paso,Michael Grace,0.8,CA-2011-103744,79907,GBC Plastic Binding Combs,-7,3,Central,4,Home Office,Standard Class,Texas,Binders,6,Shipped Early,No,4.43,-155.0,2.0,31.7089,-106.3293,No,4,0,2011,2,24,2011,2,28,693,524,56,166,2011-02-24
Office Supplies,El Paso,Michael Grace,0.2,CA-2011-103744,79907,Staples,2,3,Central,7,Home Office,Standard Class,Texas,Labels,9,Shipped Early,Yes,6.94,33.8,2.0,31.7089,-106.3293,No,4,0,2011,2,24,2011,2,28,1490,524,56,166,2011-02-24
Office Supplies,Medford,Jennifer Halladay,0.2,US-2011-137680,97504,"Message Book, Wirebound, Four 5 1/2 X 4 Forms/Pg., 200 Dupl. Sets/Book",11,4,West,33,Consumer,Standard Class,Oregon,Paper,43,Shipped Early,Yes,32.9,33.8,10.0,42.3363,-122.8398,No,5,1,2011,2,25,2011,3,2,1078,361,4279,349,2011-02-25
Office Supplies,Medford,Jennifer Halladay,0.2,US-2011-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",8,3,West,23,Consumer,Standard Class,Oregon,Paper,30,Shipped Early,Yes,22.78,33.8,7.0,42.3363,-122.8398,No,5,1,2011,2,25,2011,3,2,1513,361,4279,349,2011-02-25
Office Supplies,Columbus,Joy Smith,0.2,CA-2011-156545,43229,Zebra Zazzle Fluorescent Highlighters,3,4,East,19,Consumer,First Class,Ohio,Art,25,Shipped Late,Yes,19.46,17.5,6.0,40.0839,-82.9726,Yes,3,1,2011,2,28,2011,3,3,1832,401,665,112,2011-02-28
Furniture,El Paso,Shahid Collister,0.6,CA-2011-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,-35,6,Central,64,Consumer,Standard Class,Texas,Furnishings,83,Shipped Early,No,63.55,-55.0,19.0,31.7089,-106.3293,No,4,0,2011,3,1,2011,3,5,478,691,386,166,2011-03-01
Furniture,El Paso,Shahid Collister,0.3,CA-2011-131009,79907,Harbour Creations Steel Folding Chair,0,6,Central,362,Consumer,Standard Class,Texas,Chairs,475,Shipped Early,No,362.25,0.0,113.0,31.7089,-106.3293,No,4,0,2011,3,1,2011,3,5,796,691,386,166,2011-03-01
Furniture,Elmhurst,Vicky Freymann,0.3,CA-2011-113880,60126,Novimex Swivel Fabric Task Chair,-172,6,Central,634,Home Office,Standard Class,Illinois,Chairs,831,Shipped Early,No,634.12,-27.1,197.0,41.8927,-87.941,No,4,0,2011,3,1,2011,3,5,1170,779,177,168,2011-03-01
Furniture,Houston,Giulietta Weimer,0.3,CA-2011-168312,77036,Bevis Round Conference Room Tables and Bases,-43,3,Central,377,Consumer,Standard Class,Texas,Tables,493,Shipped On Time,No,376.51,-11.4,116.0,29.6984,-95.5405,No,6,0,2011,3,1,2011,3,7,322,306,787,246,2011-03-01
Furniture,Seattle,Dave Brooks,0.2,CA-2011-104269,98115,Global Deluxe High-Back Managers Chair,51,2,West,458,Consumer,Second Class,Washington,Chairs,600,Shipped Late,Yes,457.57,11.3,142.0,47.6849,-122.2968,Yes,5,0,2011,3,1,2011,3,6,740,203,63,546,2011-03-01
Office Supplies,El Paso,Shahid Collister,0.2,CA-2011-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,-23,3,Central,130,Consumer,Standard Class,Texas,Storage,170,Shipped Early,No,129.55,-17.5,40.0,31.7089,-106.3293,No,4,0,2011,3,1,2011,3,5,631,691,386,166,2011-03-01
Office Supplies,El Paso,Shahid Collister,0.2,CA-2011-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,-4,5,Central,19,Consumer,Standard Class,Texas,Fasteners,25,Shipped Early,No,18.84,-18.8,6.0,31.7089,-106.3293,No,4,0,2011,3,1,2011,3,5,1279,691,386,166,2011-03-01
Office Supplies,Elmhurst,Vicky Freymann,0.2,CA-2011-113880,60126,Black Print Carbonless 8 1/2 x 8 1/4 Rapid Memo Book,6,3,Central,17,Home Office,Standard Class,Illinois,Paper,23,Shipped Early,Yes,17.47,32.5,6.0,41.8927,-87.941,No,4,0,2011,3,1,2011,3,5,339,779,177,168,2011-03-01
Office Supplies,Houston,Giulietta Weimer,0.2,CA-2011-168312,77036,Recycled Steel Personal File for Hanging File Folders,9,3,Central,137,Consumer,Standard Class,Texas,Storage,180,Shipped On Time,Yes,137.35,6.2,43.0,29.6984,-95.5405,No,6,0,2011,3,1,2011,3,7,1335,306,787,246,2011-03-01
Technology,New York City,Hallie Redmond,0.0,US-2011-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,2,3,East,6,Home Office,Standard Class,New York,Phones,8,Shipped Early,Yes,5.94,27.0,2.0,40.8011,-73.9371,No,4,0,2011,3,1,2011,3,5,1413,317,4295,400,2011-03-01
Office Supplies,New York City,Kristina Nunn,0.0,CA-2011-107524,10009,"Array Parchment Paper, Assorted Colors",17,5,East,36,Home Office,Standard Class,New York,Paper,48,Shipped On Time,Yes,36.4,48.0,12.0,40.7262,-73.9796,No,6,0,2011,3,2,2011,3,8,158,446,100,397,2011-03-02
Office Supplies,New York City,Kristina Nunn,0.0,CA-2011-107524,10009,Staples,5,2,East,11,Home Office,Standard Class,New York,Envelopes,15,Shipped On Time,Yes,11.36,47.0,4.0,40.7262,-73.9796,No,6,0,2011,3,2,2011,3,8,1490,446,100,397,2011-03-02
Office Supplies,Philadelphia,Nicole Hansen,0.2,CA-2011-111157,19120,Xerox 1971,1,1,East,3,Corporate,Standard Class,Pennsylvania,Paper,4,Shipped Early,Yes,3.42,31.3,1.0,40.0343,-75.1213,No,4,0,2011,3,2,2011,3,6,1752,573,149,450,2011-03-02
Technology,Philadelphia,Nicole Hansen,0.2,CA-2011-111157,19120,Hypercom P1300 Pinpad,32,3,East,151,Corporate,Standard Class,Pennsylvania,Accessories,198,Shipped Early,Yes,151.2,21.3,47.0,40.0343,-75.1213,No,4,0,2011,3,2,2011,3,6,886,573,149,450,2011-03-02
Furniture,Columbus,Jill Stevenson,0.5,US-2011-127978,43229,OSullivan 4-Shelf Bookcase in Odessa Pine,-200,5,East,302,Corporate,Standard Class,Ohio,Bookcases,396,Shipped Early,No,302.45,-66.0,94.0,40.0839,-82.9726,No,5,0,2011,3,3,2011,3,8,1187,372,4259,112,2011-03-03
Furniture,San Diego,Eva Jacobs,0.2,CA-2011-105648,92037,"Bevis Oval Conference Table, Walnut",-23,3,West,626,Consumer,Standard Class,California,Tables,821,Shipped Early,No,626.35,-3.8,195.0,32.8455,-117.2521,No,4,0,2011,3,3,2011,3,7,319,276,80,526,2011-03-03
Office Supplies,Columbus,Jill Stevenson,0.2,US-2011-127978,43229,Avery 495,5,3,East,15,Corporate,Standard Class,Ohio,Labels,20,Shipped Early,Yes,15.12,32.5,5.0,40.0839,-82.9726,No,5,0,2011,3,3,2011,3,8,202,372,4259,112,2011-03-03
Office Supplies,Columbus,Jill Stevenson,0.2,US-2011-127978,43229,Eldon Shelf Savers Cubes and Bins,-10,8,East,45,Corporate,Standard Class,Ohio,Storage,59,Shipped Early,No,44.67,-22.5,14.0,40.0839,-82.9726,No,5,0,2011,3,3,2011,3,8,585,372,4259,112,2011-03-03
Office Supplies,Houston,Sam Craven,0.8,CA-2011-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,-460,3,Central,177,Consumer,Standard Class,Texas,Appliances,232,Shipped Early,No,176.77,-260.0,55.0,29.8941,-95.6481,No,4,0,2011,3,3,2011,3,7,16,667,374,249,2011-03-03
Office Supplies,New York City,Anne Pryor,0.2,CA-2011-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",9,5,East,25,Home Office,Standard Class,New York,Binders,33,Shipped Early,Yes,25.32,36.3,8.0,40.8011,-73.9371,No,5,0,2011,3,3,2011,3,8,407,48,349,400,2011-03-03
Office Supplies,New York City,Anne Pryor,0.2,CA-2011-127964,10035,Ibico Laser Imprintable Binding System Covers,41,3,East,126,Home Office,Standard Class,New York,Binders,165,Shipped Early,Yes,125.76,32.5,39.0,40.8011,-73.9371,No,5,0,2011,3,3,2011,3,8,895,48,349,400,2011-03-03
Office Supplies,Wilmington,Ashley Jarboe,0.2,CA-2011-155852,28403,Zebra Zazzle Fluorescent Highlighters,3,4,South,19,Consumer,Second Class,North Carolina,Art,25,Shipped Late,Yes,19.46,17.5,6.0,34.2237,-77.8862,Yes,4,0,2011,3,3,2011,3,7,1832,63,656,622,2011-03-03
Technology,New York City,Anne Pryor,0.0,CA-2011-127964,10035,PowerGen Dual USB Car Charger,5,1,East,10,Home Office,Standard Class,New York,Phones,13,Shipped Early,Yes,9.99,46.0,3.0,40.8011,-73.9371,No,5,0,2011,3,3,2011,3,8,1292,48,349,400,2011-03-03
Office Supplies,Columbia,Clay Ludtke,0.0,CA-2011-116239,29203,Sensible Storage WireTech Storage Systems,18,5,South,355,Consumer,Same Day,South Carolina,Storage,465,Shipped On Time,Yes,354.9,5.0,110.0,34.0635,-81.0265,No,0,0,2011,3,4,2011,3,4,1434,170,207,108,2011-03-04
Office Supplies,Margate,Sanjit Chand,0.2,CA-2011-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",2,3,South,16,Consumer,Standard Class,Florida,Art,20,Shipped Early,Yes,15.55,15.0,4.0,26.2674,-80.2092,No,5,0,2011,3,4,2011,3,9,276,672,218,341,2011-03-04
Office Supplies,Yonkers,Aimee Bixby,0.0,CA-2011-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,5,2,East,19,Consumer,Second Class,New York,Supplies,24,Shipped On Time,Yes,18.62,29.0,5.0,40.9461,-73.8669,No,3,0,2011,3,5,2011,3,8,88,10,796,629,2011-03-05
Office Supplies,Yonkers,Aimee Bixby,0.2,CA-2011-169061,10701,GBC Wire Binding Combs,17,6,East,50,Consumer,Second Class,New York,Binders,65,Shipped On Time,Yes,49.63,33.8,15.0,40.9461,-73.8669,No,3,0,2011,3,5,2011,3,8,718,10,796,629,2011-03-05
Office Supplies,Yonkers,Aimee Bixby,0.0,CA-2011-169061,10701,Newell 345,15,3,East,60,Consumer,Second Class,New York,Art,78,Shipped On Time,Yes,59.52,26.0,18.0,40.9461,-73.8669,No,3,0,2011,3,5,2011,3,8,1151,10,796,629,2011-03-05
Office Supplies,Yonkers,Aimee Bixby,0.0,CA-2011-169061,10701,Xerox 1891,46,2,East,98,Consumer,Second Class,New York,Paper,128,Shipped On Time,Yes,97.82,47.0,30.0,40.9461,-73.8669,No,3,0,2011,3,5,2011,3,8,1665,10,796,629,2011-03-05
Technology,Yonkers,Aimee Bixby,0.0,CA-2011-169061,10701,Logitech Wireless Gaming Headset G930,178,3,East,480,Consumer,Second Class,New York,Accessories,629,Shipped On Time,Yes,479.97,37.0,149.0,40.9461,-73.8669,No,3,0,2011,3,5,2011,3,8,1011,10,796,629,2011-03-05
Furniture,Seattle,Aaron Bergman,0.2,CA-2011-156587,98103,"Global Push Button Managers Chair, Indigo",5,1,West,49,Consumer,First Class,Washington,Chairs,64,Shipped On Time,Yes,48.71,11.3,15.0,47.6733,-122.3426,No,1,0,2011,3,7,2011,3,8,761,1,666,544,2011-03-07
Furniture,Seattle,Craig Molinari,0.2,CA-2011-104563,98103,"Global Leather and Oak Executive Chair, Black",54,2,West,482,Corporate,Standard Class,Washington,Chairs,631,Shipped Early,Yes,481.57,11.3,149.0,47.6733,-122.3426,No,5,0,2011,3,7,2011,3,12,758,180,67,544,2011-03-07
Furniture,Seattle,Craig Molinari,0.2,CA-2011-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,22,6,West,437,Corporate,Standard Class,Washington,Chairs,572,Shipped Early,Yes,436.7,5.0,135.0,47.6733,-122.3426,No,5,0,2011,3,7,2011,3,12,1208,180,67,544,2011-03-07
Office Supplies,Des Moines,Nora Pelletier,0.2,US-2011-131982,98198,Catalog Binders with Expanding Posts,34,2,West,108,Home Office,Second Class,Washington,Binders,141,Shipped Late,Yes,107.65,31.3,33.0,47.3929,-122.3129,Yes,4,0,2011,3,7,2011,3,11,420,578,4266,146,2011-03-07
Office Supplies,Seattle,Aaron Bergman,0.0,CA-2011-156587,98103,Carina 42Hx23 3/4W Media Storage Unit,5,3,West,243,Consumer,First Class,Washington,Storage,318,Shipped On Time,Yes,242.94,2.0,75.0,47.6733,-122.3426,No,1,0,2011,3,7,2011,3,8,415,1,666,544,2011-03-07
Office Supplies,Seattle,Aaron Bergman,0.0,CA-2011-156587,98103,Newell 330,5,3,West,18,Consumer,First Class,Washington,Art,24,Shipped On Time,Yes,17.94,26.0,6.0,47.6733,-122.3426,No,1,0,2011,3,7,2011,3,8,1135,1,666,544,2011-03-07
Office Supplies,Seattle,Craig Molinari,0.0,CA-2011-104563,98103,Contico 72H Heavy-Duty Storage System,0,5,West,205,Corporate,Standard Class,Washington,Storage,269,Shipped Early,No,204.9,0.0,64.0,47.6733,-122.3426,No,5,0,2011,3,7,2011,3,12,468,180,67,544,2011-03-07
Office Supplies,Seattle,Craig Molinari,0.0,CA-2011-104563,98103,Newell Chalk Holder,9,5,West,21,Corporate,Standard Class,Washington,Art,27,Shipped Early,Yes,20.65,46.0,6.0,47.6733,-122.3426,No,5,0,2011,3,7,2011,3,12,1159,180,67,544,2011-03-07
Office Supplies,Denver,Kean Thornton,0.2,US-2011-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",9,4,West,83,Consumer,Standard Class,Colorado,Art,109,Shipped Late,Yes,83.17,11.3,26.0,39.6956,-105.0341,Yes,7,0,2011,3,10,2011,3,17,279,431,4287,144,2011-03-10
Office Supplies,Denver,Kean Thornton,0.2,US-2011-140116,80219,Tennsco 6- and 18-Compartment Lockers,-16,3,West,636,Consumer,Standard Class,Colorado,Storage,834,Shipped Late,No,636.41,-2.5,198.0,39.6956,-105.0341,Yes,7,0,2011,3,10,2011,3,17,1539,431,4287,144,2011-03-10
Office Supplies,Royal Oak,Scott Williamson,0.0,US-2011-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2 x 11",11,2,Central,22,Consumer,Standard Class,Michigan,Paper,29,Shipped Early,Yes,22.38,48.0,7.0,42.519,-83.157,No,4,0,2011,3,10,2011,3,14,730,684,4196,507,2011-03-10
Furniture,Columbus,Chloris Kastensmidt,0.2,CA-2011-166884,43229,Eldon Wave Desk Accessories,2,5,East,8,Consumer,Second Class,Ohio,Furnishings,11,Shipped Late,Yes,8.32,27.5,3.0,40.0839,-82.9726,Yes,5,0,2011,3,11,2011,3,16,589,146,771,112,2011-03-11
Office Supplies,Columbus,Chloris Kastensmidt,0.2,CA-2011-166884,43229,Stockwell Push Pins,2,6,East,10,Consumer,Second Class,Ohio,Fasteners,14,Shipped Late,Yes,10.46,16.3,4.0,40.0839,-82.9726,Yes,5,0,2011,3,11,2011,3,16,1500,146,771,112,2011-03-11
